datum,Sales,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name
5/26/2017,54.01,2.34,3.67,5,29,4,0,8,2,2017,5,276,Friday
5/27/2017,50.95,7.33,3.221,2,23.4,5,0,0,10,2017,5,276,Saturday
5/28/2017,26.87,1.99,6.243,2.45,11.19,2,0,0,3,2017,5,276,Sunday
5/29/2017,51.96,3.34,4.023,1.6,28,4,2,4,5,2017,5,276,Monday
5/30/2017,53.70,8,3.396,4.3,25,3,0,5,5,2017,5,276,Tuesday
5/31/2017,41.63,4,2.429,7,12.2,6,4,1,5,2017,5,276,Wednesday
06-01-2017,42.41,1.34,3.67,2,21.4,10,0,2,2,2017,6,276,Thursday
06-02-2017,45.73,2.33,4,4,17.4,9,1,5,3,2017,6,276,Friday
06-03-2017,47.73,5,1.726,3,10,3,1,22,2,2017,6,276,Saturday
06-04-2017,47.40,7,1.747,2.25,23.4,3,1,5,4,2017,6,276,Sunday
06-05-2017,36.52,3.33,5.99,4.5,9.7,5,0,0,8,2017,6,276,Monday
06-06-2017,38.50,1,3,0,18,3,0,6,7.5,2017,6,276,Tuesday
06-07-2017,75.02,5.33,4.693,4,21,13,0,20,7,2017,6,276,Wednesday
06-08-2017,41.17,5,1.823,3.15,21,4,0,2,4.2,2017,6,276,Thursday
06-09-2017,26.52,1.33,4.09,3.1,10,2,0,0,6,2017,6,276,Friday
06-10-2017,47.01,9,7.01,4,15,2,0,7,3,2017,6,276,Saturday
06-11-2017,59.24,5.5,3.99,8.5,28.25,8,0,2,3,2017,6,276,Sunday
06-12-2017,50.28,4.34,3.34,1,13.6,3,0,13,12,2017,6,276,Monday
6/13/2017,35.11,2.99,3.023,3,8,9,0,0,9.1,2017,6,276,Tuesday
6/14/2017,29.66,1.33,1.33,1,9,6,3,5,3,2017,6,276,Wednesday
6/15/2017,46.98,3,4.33,3.15,15,10,0,5,6.5,2017,6,276,Thursday
6/16/2017,29.70,4,2.01,0,12.25,6,0,0,5.44,2017,6,276,Friday
6/17/2017,41.73,2,8.726,5,12,4,0,5,5,2017,6,276,Saturday
6/18/2017,56.37,4,7.34,1.1,26.6,2,0,12,3.33,2017,6,276,Sunday
6/19/2017,35.31,1.33,1.98,1,18,1,1,8,3,2017,6,276,Monday
6/20/2017,46.06,9.33,1,5.1,12,5,0,5,8.63,2017,6,276,Tuesday
6/21/2017,39.73,4,1.33,2,21,4,0,2,5.4,2017,6,276,Wednesday
6/22/2017,34.34,1,3.34,0,7,4,0,8,11,2017,6,276,Thursday
6/23/2017,26.54,1,1.34,2,16,5,0,0,1.2,2017,6,276,Friday
6/24/2017,56.65,5,3.65,6,32,8,1,0,1,2017,6,276,Saturday
6/25/2017,45.44,6.5,2.34,6,22,4,0,0,4.6,2017,6,276,Sunday
6/26/2017,40.96,7.68,3.033,6.25,10,11,0,0,3,2017,6,276,Monday
6/27/2017,44.82,4,3.32,6,13.5,9,0,3,6,2017,6,276,Tuesday
6/28/2017,45.53,4,4.033,4.5,18,7,0,5,3,2017,6,276,Wednesday
6/29/2017,57.67,4,3.67,6,17,1,0,21,5,2017,6,276,Thursday
6/30/2017,36.80,6.67,2.132,2,18,2,0,0,6,2017,6,276,Friday
07-01-2017,35.66,3.33,2.33,1,10,5,0,10,4,2017,7,276,Saturday
07-02-2017,29.68,5,3.68,2,9,6,0,0,4,2017,7,276,Sunday
07-03-2017,35.17,3.67,0,1.5,8,11,0,11,0,2017,7,276,Monday
07-04-2017,49.01,10.67,2.34,5,18,7,0,0,6,2017,7,276,Tuesday
07-05-2017,72.16,4.5,1.66,2,16,20,0,22,6,2017,7,276,Wednesday
07-06-2017,41.93,4.33,7,4,20.6,3,1,1,1,2017,7,276,Thursday
07-07-2017,35.10,5,2,4.1,17,6,0,1,0,2017,7,276,Friday
07-08-2017,46.08,4.99,4.089,5,16,12,0,1,3,2017,7,276,Saturday
07-09-2017,33.99,2.33,7.16,0.5,15,4,0,1,4,2017,7,276,Sunday
07-10-2017,39.35,2,4.353,4,12,5,2,7,3,2017,7,276,Monday
07-11-2017,33.02,3.34,0.68,0,18,2,0,7,2,2017,7,276,Tuesday
07-12-2017,37.74,2,5.34,0,15.4,12,0,3,0,2017,7,276,Wednesday
7/13/2017,31.42,3.33,3.34,2.15,9.6,5,3,3,2,2017,7,276,Thursday
7/14/2017,40.09,2.33,3.759,2,16,8,0,5,3,2017,7,276,Friday
7/15/2017,41.67,3.33,9.34,3,21,3,0,0,2,2017,7,276,Saturday
7/16/2017,49.68,11.34,9.34,3,19,6,0,0,1,2017,7,276,Sunday
7/17/2017,48.15,9,4.747,3,16.4,6,2,4,3,2017,7,276,Monday
7/18/2017,62.84,9.67,5.67,1.5,14,8,0,20,4,2017,7,276,Tuesday
7/19/2017,50.59,6.33,3.66,4,20.6,6,3,1,6,2017,7,276,Wednesday
7/20/2017,47.00,5,4,3,18,11,2,2,2,2017,7,276,Thursday
7/21/2017,28.33,2.33,1,3,14,5,0,0,3,2017,7,276,Friday
7/22/2017,41.69,3,5.69,5,22,3,1,0,2,2017,7,276,Saturday
7/23/2017,35.93,6.5,2.429,2,12,4,0,4,5,2017,7,276,Sunday
7/24/2017,30.94,3.84,1,2.1,15,6,0,0,3,2017,7,276,Monday
7/25/2017,35.79,6.34,2.35,2,14,5,0,6,0.1,2017,7,276,Tuesday
7/26/2017,42.11,3.33,6.779,3,15,11,1,1,1,2017,7,276,Wednesday
7/27/2017,27.07,5,0.67,0,12.4,8,0,0,1,2017,7,276,Thursday
7/28/2017,40.30,4,5,1.1,17.2,10,0,0,3,2017,7,276,Friday
7/29/2017,27.48,3,3.33,2,14.15,1,0,0,4,2017,7,276,Saturday
7/30/2017,33.79,4.125,2.66,2,13,11,0,0,1,2017,7,276,Sunday
7/31/2017,47.40,7.34,0.81,2.25,21,9,0,5,2,2017,7,276,Monday
08-01-2017,33.26,7.33,3.33,2,15.6,3,0,1,1,2017,8,276,Tuesday
08-02-2017,41.66,6,2.66,1,25,2,0,1,4,2017,8,276,Wednesday
08-03-2017,32.99,6.33,0.66,4,10,8,0,1,3,2017,8,276,Thursday
08-04-2017,48.00,8,4,1,15,11,2,5,2,2017,8,276,Friday
08-05-2017,26.44,4.66,2.472,2,13.312,2,0,0,2,2017,8,276,Saturday
08-06-2017,28.43,2,3.429,1,13,6,0,0,3,2017,8,276,Sunday
08-07-2017,36.44,1,5.34,3.1,16,9,2,0,0,2017,8,276,Monday
08-08-2017,33.19,6,1.703,2.1,11.188,8,0,0,4.2,2017,8,276,Tuesday
08-09-2017,42.78,2.33,5.1,3.15,13,15,0,2,2.2,2017,8,276,Wednesday
08-10-2017,40.09,0,3.99,4,9,19,0,3,1.1,2017,8,276,Thursday
08-11-2017,28.08,4.33,1.65,5.1,8,6,3,0,0,2017,8,276,Friday
08-12-2017,44.73,2.69,4.939,2.5,22.6,4,0,6,2,2017,8,276,Saturday
8/13/2017,40.36,3.66,3.65,2.05,24,5,0,1,1,2017,8,276,Sunday
8/14/2017,36.41,11.34,2.067,4,13,4,0,0,2,2017,8,276,Monday
8/15/2017,62.18,2.33,6.703,2.15,35,11,0,2,3,2017,8,276,Tuesday
8/16/2017,39.45,5.33,3.67,1,10.45,13,0,4,2,2017,8,276,Wednesday
8/17/2017,33.99,5.16,1.33,5,12,8,0,1,1.5,2017,8,276,Thursday
8/18/2017,31.32,2.33,3.99,3,15,4,0,0,3,2017,8,276,Friday
8/19/2017,51.71,5,4.713,3,16,10,0,11,2,2017,8,276,Saturday
8/20/2017,35.79,4.33,2.056,6,14.4,6,0,2,1,2017,8,276,Sunday
8/21/2017,38.07,9.33,3.34,2.4,19,4,0,0,0,2017,8,276,Monday
8/22/2017,37.69,6,1.34,3.15,22.2,3,0,0,2,2017,8,276,Tuesday
8/23/2017,69.66,3.33,2.33,2,42,8,0,9,3,2017,8,276,Wednesday
8/24/2017,63.05,8,9.053,2,27,13,0,1,3,2017,8,276,Thursday
8/25/2017,48.26,6,3.01,1,20.25,17,0,0,1,2017,8,276,Friday
8/26/2017,46.51,4.99,3.516,1,19,10,0,6,2,2017,8,276,Saturday
8/27/2017,45.64,3,5.34,1,21.3,5,2,7,1,2017,8,276,Sunday
8/28/2017,52.00,8,7,5,16,12,0,1,3,2017,8,276,Monday
8/29/2017,48.67,7,3.066,3.5,17,5,0,11,2.1,2017,8,276,Tuesday
8/30/2017,40.81,7.67,3.99,3.15,17,4,3,0,2,2017,8,276,Wednesday
8/31/2017,44.76,16.68,3.033,3.05,17,4,0,0,1,2017,8,276,Thursday
09-01-2017,41.94,3.34,3,5,20.6,8,0,2,0,2017,9,276,Friday
09-02-2017,44.87,6.34,2.13,6,18.4,8,0,1,3,2017,9,276,Saturday
09-03-2017,43.69,6.83,5.462,2,18.4,7,0,1,3,2017,9,276,Sunday
09-04-2017,49.83,6.5,3.33,6,24,7,0,0,3,2017,9,276,Monday
09-05-2017,44.59,6.17,4.02,4,19.1,7,1,2,1.3,2017,9,276,Tuesday
09-06-2017,56.33,4.33,3,5,32,6,0,3,3,2017,9,276,Wednesday
09-07-2017,29.20,3,1,3.2,18,2,0,0,2,2017,9,276,Thursday
09-08-2017,68.25,8.83,7.32,3.1,34,8,0,3,4,2017,9,276,Friday
09-09-2017,47.84,6,8.34,2.5,20,7,0,0,4,2017,9,276,Saturday
09-10-2017,56.49,3.34,5.35,1,35.6,7,0,0,4.2,2017,9,276,Sunday
09-11-2017,37.37,2,3.373,2,12,16,0,0,2,2017,9,276,Monday
09-12-2017,39.00,1,4.35,5.2,18.25,6,1,1,2.2,2017,9,276,Tuesday
9/13/2017,52.66,4,0.66,2,25,16,0,5,0,2017,9,276,Wednesday
9/14/2017,57.74,5,5.34,5,22.4,6,0,9,5,2017,9,276,Thursday
9/15/2017,49.00,3,3,3,16,12,1,8,3,2017,9,276,Friday
9/16/2017,52.95,7,3,3.45,27.3,11,0,0,1.2,2017,9,276,Saturday
9/17/2017,64.34,5,4.34,4,32,6,1,7,5,2017,9,276,Sunday
9/18/2017,51.34,9,4.34,1,27,7,0,1,2,2017,9,276,Monday
9/19/2017,76.61,3.33,6.033,1,43.25,6,2,6,9,2017,9,276,Tuesday
9/20/2017,51.91,2,2.363,0.1,35.45,6,0,6,0,2017,9,276,Wednesday
9/21/2017,42.74,7.34,3.696,1,19.7,8,2,0,1,2017,9,276,Thursday
9/22/2017,42.40,4.66,2.241,3,27.5,2,0,0,3,2017,9,276,Friday
9/23/2017,50.43,9.99,6.99,3,14.45,12,2,0,2,2017,9,276,Saturday
9/24/2017,77.89,3.66,4.826,2,52.4,7,1,6,1,2017,9,276,Sunday
9/25/2017,80.72,1,2.517,1,39.2,7,3,26,1,2017,9,276,Monday
9/26/2017,59.37,2,5.67,2.1,38.6,4,0,6,1,2017,9,276,Tuesday
9/27/2017,60.33,4,2.33,3,38,7,3,3,0,2017,9,276,Wednesday
9/28/2017,59.37,3.34,2.68,2.5,37.85,3,0,10,0,2017,9,276,Thursday
9/29/2017,64.40,1,5,3,35.4,8,6,5,1,2017,9,276,Friday
9/30/2017,107.24,5.33,3.01,3,61.9,6,0,28,0,2017,9,276,Saturday
10-01-2017,113.99,4,5.891,3,72.1,7,1,20,1,2017,10,276,Sunday
10-02-2017,35.48,8.33,2,3.15,18,3,1,0,0,2017,10,276,Monday
10-03-2017,93.79,0.34,2.1,3.15,57.2,21,3,5,2,2017,10,276,Tuesday
10-04-2017,56.33,2,4.33,4,37,6,0,2,1,2017,10,276,Wednesday
10-05-2017,73.12,5.33,3.99,5,40.8,5,0,11,2,2017,10,276,Thursday
10-06-2017,64.45,3.99,4.66,1,39.8,7,0,6,2,2017,10,276,Friday
10-07-2017,58.27,4,2.023,2,35.25,4,0,10,1,2017,10,276,Saturday
10-08-2017,115.23,8.67,3.261,5.2,77.1,2,0,15,4,2017,10,276,Sunday
10-09-2017,0.00,0,0,0,0,0,0,0,0,2017,10,276,Monday
10-10-2017,61.68,10,2.68,2,25,8,0,11,3,2017,10,276,Tuesday
10-11-2017,59.00,3.5,1,4.6,39.4,2,0,6,2.5,2017,10,276,Wednesday
10-12-2017,61.69,4,2.393,2.3,41,9,0,1,2,2017,10,276,Thursday
10/13/2017,62.33,5.33,1.396,0.6,38,8,2,3,4,2017,10,276,Friday
10/14/2017,84.70,4.84,3.66,4,42.2,9,1,20,0,2017,10,276,Saturday
10/15/2017,68.68,6,6.68,1,37,5,0,11,2,2017,10,276,Sunday
10/16/2017,61.10,2.33,0.67,0,45.1,9,0,2,2,2017,10,276,Monday
10/17/2017,55.21,3.34,1.67,6,26.2,9,2,6,1,2017,10,276,Tuesday
10/18/2017,77.52,5.34,1.33,1,52.85,15,0,1,1,2017,10,276,Wednesday
10/19/2017,61.52,4.33,5.99,4.7,25.5,8,0,13,0,2017,10,276,Thursday
10/20/2017,69.44,2.83,4.363,3,36.25,15,0,8,0,2017,10,276,Friday
10/21/2017,56.60,3.33,3.769,3.3,25.2,9,3,5,4,2017,10,276,Saturday
10/22/2017,94.80,8,5,5,57.8,8,0,9,2,2017,10,276,Sunday
10/23/2017,68.29,3.33,1.363,2,28.6,4,0,28,1,2017,10,276,Monday
10/24/2017,93.20,2,2,10,65.2,3,0,10,1,2017,10,276,Tuesday
10/25/2017,47.92,6.34,3.33,5.35,26.9,4,0,1,1,2017,10,276,Wednesday
10/26/2017,59.73,1.33,1.099,2,38,9,1,5,2.3,2017,10,276,Thursday
10/27/2017,78.68,6.32,2.363,6,26,14,1,21,2,2017,10,276,Friday
10/28/2017,56.43,5,2.33,4,24.1,11,0,7,3,2017,10,276,Saturday
10/29/2017,53.28,7.66,2.373,1.05,36,3,0,1,2.2,2017,10,276,Sunday
10/30/2017,56.96,1.5,3.66,2,32.8,7,0,9,1,2017,10,276,Monday
10/31/2017,50.69,4.33,1.363,4,38,2,0,0,1,2017,10,276,Tuesday
11-01-2017,38.10,0.67,3.429,2,23,5,0,3,1,2017,11,276,Wednesday
11-02-2017,48.72,4,2.066,1.55,22.1,5,0,11,3,2017,11,276,Thursday
11-03-2017,71.80,2.33,7.67,4.4,37.4,10,3,6,1,2017,11,276,Friday
11-04-2017,66.01,10.34,7.472,6,33,5,0,1,3.2,2017,11,276,Saturday
11-05-2017,56.68,6.33,5.799,1.1,35.45,1,0,5,2,2017,11,276,Sunday
11-06-2017,56.74,8.34,3.2,2,20.2,11,3,8,1,2017,11,276,Monday
11-07-2017,37.17,0.67,4,7,20,4,0,0,1.5,2017,11,276,Tuesday
11-08-2017,25.30,6,1.1,2,9.2,1,0,5,1,2017,11,276,Wednesday
11-09-2017,49.22,2.67,3.746,0,28.8,2,0,11,1,2017,11,276,Thursday
11-10-2017,89.20,9.34,6.66,6.2,34,9,0,22,2,2017,11,276,Friday
11-11-2017,57.60,8.5,3,4.1,32,8,0,2,0,2017,11,276,Saturday
11-12-2017,68.80,5,3.65,6.15,40,9,0,3,2,2017,11,276,Sunday
11/13/2017,70.36,9.33,2.429,4.2,44.2,5,0,5,0.2,2017,11,276,Monday
11/14/2017,46.66,3,0.859,2,6.8,14,0,19,1,2017,11,276,Tuesday
11/15/2017,44.76,5.33,2.726,7.7,17,8,3,0,1,2017,11,276,Wednesday
11/16/2017,32.93,5.33,2,3,17.6,3,0,1,1,2017,11,276,Thursday
11/17/2017,81.84,3,4.837,3,34,5,0,30,2,2017,11,276,Friday
11/18/2017,69.48,5.33,8.45,2,42.5,2,0,8,1.2,2017,11,276,Saturday
11/19/2017,52.38,4,6.88,1,29,3,0,6,2.5,2017,11,276,Sunday
11/20/2017,50.88,2.34,5.34,2.4,28.8,10,0,2,0,2017,11,276,Monday
11/21/2017,45.41,13.33,0.68,1,22.4,5,0,2,1,2017,11,276,Tuesday
11/22/2017,55.10,2,4,1,26.1,20,0,1,1,2017,11,276,Wednesday
11/23/2017,72.62,9.33,5.99,6,34.3,14,0,0,3,2017,11,276,Thursday
11/24/2017,59.46,8,3.132,5,34.324,5,2,2,0,2017,11,276,Friday
11/25/2017,52.01,5.33,6.076,4.1,26.5,8,0,2,0,2017,11,276,Saturday
11/26/2017,60.65,5.66,5.786,1,31.2,2,1,12,2,2017,11,276,Sunday
11/27/2017,59.94,1.34,3.67,6.1,34.825,4,0,7,3,2017,11,276,Monday
11/28/2017,71.29,5,1.34,5.35,40.6,5,3,8,3,2017,11,276,Tuesday
11/29/2017,60.44,6.34,2.397,4.1,32.6,7,0,5,3,2017,11,276,Wednesday
11/30/2017,54.07,5.67,1.396,3,30,2,0,9,3,2017,11,276,Thursday
12-01-2017,54.39,10.33,7.66,1,25.4,3,0,5,2,2017,12,276,Friday
12-02-2017,47.50,4.33,3.67,5,22,11,0,0,1.5,2017,12,276,Saturday
12-03-2017,58.75,5.33,6.023,3,33.4,3,0,6,2,2017,12,276,Sunday
12-04-2017,41.96,1,2.363,4,15.6,3,0,13,3,2017,12,276,Monday
12-05-2017,37.00,3.68,3.165,4.05,17.1,1,0,6,2,2017,12,276,Tuesday
12-06-2017,58.70,4,4.396,2.1,29.2,12,0,6,1,2017,12,276,Wednesday
12-07-2017,52.01,3,2.66,5.45,24.9,8,0,7,1,2017,12,276,Thursday
12-08-2017,70.54,5.33,2.51,3.5,44.2,5,1,7,2,2017,12,276,Friday
12-09-2017,72.17,5,2.17,5.4,36.6,14,0,7,2,2017,12,276,Saturday
12-10-2017,87.80,5,2.802,5,48,7,0,18,2,2017,12,276,Sunday
12-11-2017,70.90,8,6,5.5,34.4,10,0,6,1,2017,12,276,Monday
12-12-2017,74.40,1.33,5.066,3,44,6,1,12,2,2017,12,276,Tuesday
12/13/2017,48.64,4,3.34,2.3,29,9,0,0,1,2017,12,276,Wednesday
12/14/2017,47.00,3,3,3,30,5,0,0,3,2017,12,276,Thursday
12/15/2017,47.69,4.18,5.01,2.5,29,6,0,0,1,2017,12,276,Friday
12/16/2017,66.60,11,6,3,36.6,6,1,1,2,2017,12,276,Saturday
12/17/2017,77.43,7,0.33,5.1,37,11,0,15,2,2017,12,276,Sunday
12/18/2017,57.93,0.66,4.67,6,31.6,7,0,8,0,2017,12,276,Monday
12/19/2017,0.00,0,0,0,0,0,0,0,0,2017,12,276,Tuesday
12/20/2017,51.60,2,3.396,3,27.2,3,0,11,2,2017,12,276,Wednesday
12/21/2017,43.08,2.02,2.66,4,23.4,5,0,6,0,2017,12,276,Thursday
12/22/2017,51.86,5.99,2.769,1.5,26,13,0,1,1.6,2017,12,276,Friday
12/23/2017,52.91,6,4.505,6.1,28.3,6,0,1,1,2017,12,276,Saturday
12/24/2017,55.32,7.66,3.46,2,32.2,4,0,5,1,2017,12,276,Sunday
12/25/2017,33.25,1,0.62,4.1,15.53,4,0,6,2,2017,12,276,Monday
12/26/2017,88.06,2.99,4.67,3.5,56.9,9,0,9,2,2017,12,276,Tuesday
12/27/2017,61.66,7,4.814,5.15,32.7,9,0,3,0,2017,12,276,Wednesday
12/28/2017,91.24,7.33,3.462,5.1,35.35,12,3,24,1,2017,12,276,Thursday
12/29/2017,85.31,9.34,2.066,2.5,41.4,17,0,11,2,2017,12,276,Friday
12/30/2017,92.04,8.68,8.363,4,50,8,0,10,3,2017,12,276,Saturday
12/31/2017,109.37,13.83,10.043,5.3,70.2,9,0,0,1,2017,12,276,Sunday
01-01-2018,0.00,0,0,0,0,0,0,0,0,2018,1,276,Monday
01-02-2018,53.58,1,5.33,2.25,38,3,0,2,2,2018,1,276,Tuesday
01-03-2018,81.07,4.67,2.397,3,54,4,0,10,3,2018,1,276,Wednesday
01-04-2018,59.30,6,1.099,1,39.2,9,0,1,2,2018,1,276,Thursday
01-05-2018,80.83,12,6.825,3,26,11,0,21,1,2018,1,276,Friday
01-06-2018,98.52,4.66,1.66,2.2,73,4,0,5,8,2018,1,276,Saturday
01-07-2018,0.00,0,0,0,0,0,0,0,0,2018,1,276,Sunday
01-08-2018,48.66,2.33,6.53,4.2,29.6,5,0,0,1,2018,1,276,Monday
01-09-2018,72.25,5.33,2.099,5,33.825,9,6,10,1,2018,1,276,Tuesday
01-10-2018,87.24,9.33,7.406,6,44.5,12,0,6,2,2018,1,276,Wednesday
01-11-2018,63.43,4,4.33,5.5,37.6,7,0,5,0,2018,1,276,Thursday
01-12-2018,72.99,5.66,1.33,3,42,11,0,10,0,2018,1,276,Friday
1/13/2018,57.20,3.5,3.495,3.2,32,6,0,8,1,2018,1,276,Saturday
1/14/2018,54.69,4.33,5.155,1.2,36,2,0,5,1,2018,1,276,Sunday
1/15/2018,65.09,6.99,2,5.1,26,8,0,15,2,2018,1,276,Monday
1/16/2018,40.01,6.34,2.67,3,18,2,0,8,0,2018,1,276,Tuesday
1/17/2018,96.72,6.67,2.85,2,30.2,10,2,41,2,2018,1,276,Wednesday
1/18/2018,82.46,4.33,3.726,4,58.4,9,0,2,1,2018,1,276,Thursday
1/19/2018,51.26,6.33,2.528,3,23.4,12,0,3,1,2018,1,276,Friday
1/20/2018,51.98,2.66,2.32,2,38,2,0,5,0,2018,1,276,Saturday
1/21/2018,53.56,3.33,3.53,3.4,32.8,6,0,1,3.5,2018,1,276,Sunday
1/22/2018,56.40,6,3.396,6,29,5,0,6,1,2018,1,276,Monday
1/23/2018,55.27,1,1.066,4.6,38.6,4,0,5,1,2018,1,276,Tuesday
1/24/2018,68.00,7.33,6.67,4,32,13,0,4,1,2018,1,276,Wednesday
1/25/2018,74.79,3.66,5.132,4.2,36.8,15,0,7,3,2018,1,276,Thursday
1/26/2018,90.62,3,3.023,0.4,62.2,9,0,12,1,2018,1,276,Friday
1/27/2018,80.57,3.34,7.33,3,52.9,7,0,3,4,2018,1,276,Saturday
1/28/2018,87.50,1.5,2.35,5.65,55,11,0,10,2,2018,1,276,Sunday
1/29/2018,76.84,2.33,4.363,4.25,47.9,10,3,4,1,2018,1,276,Monday
1/30/2018,66.09,4.33,3.76,3,37,11,0,4,3,2018,1,276,Tuesday
1/31/2018,58.81,0.33,5.076,4,30.4,12,0,6,1,2018,1,276,Wednesday
02-01-2018,62.17,5.34,4.33,6,30.5,7,0,6,3,2018,2,276,Thursday
02-02-2018,82.32,2.33,4.99,4,54.6,6,0,6,4.4,2018,2,276,Friday
02-03-2018,100.86,4.33,7.13,3.3,67.1,12,0,5,2,2018,2,276,Saturday
02-04-2018,81.66,7.99,9.066,2,50.6,6,0,3,3,2018,2,276,Sunday
02-05-2018,91.06,7.33,3.066,3,53,18,0,6,0.66,2018,2,276,Monday
02-06-2018,78.56,4.34,1.87,6.85,51.5,8,0,5,1,2018,2,276,Tuesday
02-07-2018,91.97,4.84,8.132,3.2,44.8,8,0,23,0,2018,2,276,Wednesday
02-08-2018,65.92,6.33,1.34,3,47,7,0,1.25,0,2018,2,276,Thursday
02-09-2018,85.94,3,3.69,4.25,47,17,0,11,0,2018,2,276,Friday
02-10-2018,103.14,10.01,5.231,3.5,60.4,6,0,15,3,2018,2,276,Saturday
02-11-2018,106.78,6.33,5.396,7.8,63.25,12,0,10,2,2018,2,276,Sunday
02-12-2018,76.07,8,4.769,10,36.3,14,1,1,1,2018,2,276,Monday
2/13/2018,59.83,6,8.033,5,17.8,10,0,10,3,2018,2,276,Tuesday
2/14/2018,88.73,1,6.33,2.1,50.3,15,0,14,0,2018,2,276,Wednesday
2/15/2018,99.90,1.5,6.945,0.85,74.6,6,0,10,0,2018,2,276,Thursday
2/16/2018,92.22,7.68,7.175,1.2,65.162,10,0,0,1,2018,2,276,Friday
2/17/2018,71.37,1.33,3.64,2,50.4,5,0,9,0,2018,2,276,Saturday
2/18/2018,71.28,6,6.726,7.55,44,2,0,4,1,2018,2,276,Sunday
2/19/2018,53.04,1,3.34,1.7,27,6,0,12,2,2018,2,276,Monday
2/20/2018,51.87,4.18,2.286,4.2,30.2,6,0,2,3,2018,2,276,Tuesday
2/21/2018,57.25,1.34,7.01,9.5,27.4,5,0,6,1,2018,2,276,Wednesday
2/22/2018,70.48,5,6.33,3.15,30,6,0,20,0,2018,2,276,Thursday
2/23/2018,62.01,5.83,2.979,1,34.2,6,0,12,0,2018,2,276,Friday
2/24/2018,85.18,8,5.68,7,43.5,10,0,8,3,2018,2,276,Saturday
2/25/2018,66.48,4,1.68,2,36.8,10,0,10,2,2018,2,276,Sunday
2/26/2018,67.26,1,0.66,2,46.6,9,0,7,1,2018,2,276,Monday
2/27/2018,74.08,3.33,2.65,3.4,26.7,20,9,8,1,2018,2,276,Tuesday
2/28/2018,77.09,1,2.33,5.1,44.662,21,2,0,1,2018,2,276,Wednesday
03-01-2018,74.48,1,6.033,1.05,26.4,26,1,12,1,2018,3,276,Thursday
03-02-2018,104.40,4,3,9.5,38.4,24,3,17,5.5,2018,3,276,Friday
03-03-2018,85.70,8,2.363,8.15,40.187,12,1,10,4,2018,3,276,Saturday
03-04-2018,60.34,1,3.736,4,33.6,3,0,14,1,2018,3,276,Sunday
03-05-2018,64.76,4.33,5.33,6.1,25,6,0,17,1,2018,3,276,Monday
03-06-2018,76.88,9.5,6.33,5.85,22.2,22,8,2,1,2018,3,276,Tuesday
03-07-2018,78.77,4.5,1.67,4,20.2,31,5,11,1.4,2018,3,276,Wednesday
03-08-2018,47.90,1.33,2.769,4,25.8,10,0,0,4,2018,3,276,Thursday
03-09-2018,75.71,6.33,2.18,4.2,41,11,1,10,0,2018,3,276,Friday
03-10-2018,72.81,6,4.109,4,21.7,11,3,17,6,2018,3,276,Saturday
03-11-2018,99.80,4.66,7.54,5.6,68,0,0,11,3,2018,3,276,Sunday
03-12-2018,68.55,9,4.345,3,22.2,9,0,13,8,2018,3,276,Monday
3/13/2018,71.47,2,5.066,5.2,15.2,18,0,21,5,2018,3,276,Tuesday
3/14/2018,63.68,2.34,2.34,0,31,14,2,8,4,2018,3,276,Wednesday
3/15/2018,52.37,3.34,2.132,3,23.9,10,0,10,0,2018,3,276,Thursday
3/16/2018,46.40,3.33,3.066,1,29,7,0,2,1,2018,3,276,Friday
3/17/2018,93.80,3.99,1.66,3.15,65,11,0,5,4,2018,3,276,Saturday
3/18/2018,48.06,7.33,2.929,4.3,21.5,8,0,2,2,2018,3,276,Sunday
3/19/2018,56.94,4.34,1,0,19.6,11,2,18,1,2018,3,276,Monday
3/20/2018,90.94,2.67,3.67,9,48.6,7,0,15,5,2018,3,276,Tuesday
3/21/2018,46.00,2,2,2,27,4,0,9,0,2018,3,276,Wednesday
3/22/2018,37.82,3,3.67,1.55,24.6,4,0,0,1,2018,3,276,Thursday
3/23/2018,77.05,5,5.396,5.15,34,8,0,11,8.5,2018,3,276,Friday
3/24/2018,64.34,7,2.34,5,40,7,1,2,0,2018,3,276,Saturday
3/25/2018,71.17,4,2.66,3.2,47.312,9,0,3,2,2018,3,276,Sunday
3/26/2018,69.76,5,9.66,0.2,27.6,15,4,5,3.3,2018,3,276,Monday
3/27/2018,62.77,4.34,3.33,5.1,28,14,1,5,2,2018,3,276,Tuesday
3/28/2018,52.58,5.5,1.66,1,11.924,23,2,6,1.5,2018,3,276,Wednesday
3/29/2018,55.83,7,2.33,3,28.2,5,0,7,3.3,2018,3,276,Thursday
3/30/2018,106.79,5.33,4.46,9,42,33,8,3,2,2018,3,276,Friday
3/31/2018,78.99,9,2.99,2,50,8,0,3,4,2018,3,276,Saturday
04-01-2018,94.17,6.83,3.34,0,37,19,1,22,5,2018,4,276,Sunday
04-02-2018,97.36,5.66,4.396,6.3,30,31,0,10,10,2018,4,276,Monday
04-03-2018,68.03,1,2.529,2,38,10,6,5,3.5,2018,4,276,Tuesday
04-04-2018,61.21,6.01,5.2,3,29,9,0,1,8,2018,4,276,Wednesday
04-05-2018,90.40,6.33,3.67,5.4,39,16,1,16,3,2018,4,276,Thursday
04-06-2018,85.40,3.67,3,4.2,33.525,13,0,23,5,2018,4,276,Friday
