Row Labels,Sum of Sales
15-09-2015,103.936
CA-2015-149643,273.96
16-11-2015,273.96
CA-2015-149958,370.782
15-03-2015,370.782
CA-2015-150203,250.26
05-12-2015,250.26
CA-2015-150245,1573.488
31-12-2015,1573.488
CA-2015-150301,63.882
08-07-2015,63.882
CA-2015-150329,46.872
10-10-2015,46.872
CA-2015-150490,78.12
05-08-2015,78.12
CA-2015-150518,503.13
19-11-2015,503.13
CA-2015-150581,499.552
08-04-2015,499.552
CA-2015-150798,1614.124
01-12-2015,1614.124
CA-2015-151001,101.728
05-04-2015,101.728
CA-2015-151078,49.632
12-11-2015,49.632
CA-2015-151162,362.466
05-12-2015,362.466
CA-2015-151295,641.024
12-11-2015,641.024
CA-2015-151330,1885.27
14-10-2015,1885.27
CA-2015-151379,114.2
16-12-2015,114.2
CA-2015-151554,20.736
14-11-2015,20.736
CA-2015-151708,217.352
08-08-2015,217.352
CA-2015-151792,239.976
02-09-2015,239.976
CA-2015-151897,100.24
06-06-2015,100.24
CA-2015-151946,440.048
04-06-2015,440.048
CA-2015-151953,2.816
20-09-2015,2.816
CA-2015-151967,129.92
22-10-2015,129.92
CA-2015-151995,1549.77
13-10-2015,1549.77
CA-2015-152100,1212.96
11-05-2015,1212.96
CA-2015-152233,99.98
05-10-2015,99.98
CA-2015-152254,310.688
30-06-2015,310.688
CA-2015-152268,1793.98
02-09-2015,1793.98
CA-2015-152296,19.752
01-08-2015,19.752
CA-2015-152345,57.266
29-12-2015,57.266
CA-2015-152422,91.92
05-10-2015,91.92
CA-2015-152443,711.68
21-05-2015,711.68
CA-2015-152562,75.16
01-11-2015,75.16
CA-2015-152618,583.358
14-03-2015,583.358
CA-2015-152849,4.368
05-07-2015,4.368
CA-2015-152905,12.624
18-02-2015,12.624
CA-2015-153087,521.92
27-12-2015,521.92
CA-2015-153150,19.92
01-07-2015,19.92
CA-2015-153479,110.098
04-10-2015,110.098
CA-2015-153619,6.72
03-11-2015,6.72
CA-2015-153808,436.488
06-04-2015,436.488
CA-2015-153850,1537.544
24-11-2015,1537.544
CA-2015-153913,1015.816
16-12-2015,1015.816
CA-2015-153969,451.284
21-09-2015,451.284
CA-2015-153976,258.279
03-10-2015,258.279
CA-2015-153983,606.32
29-11-2015,606.32
CA-2015-154095,463.04
02-12-2015,463.04
CA-2015-154158,619.848
23-12-2015,619.848
CA-2015-154165,54.208
17-02-2015,54.208
CA-2015-154186,2.92
13-12-2015,2.92
CA-2015-154592,164.88
07-12-2015,164.88
CA-2015-154599,1840.043
12-04-2015,1840.043
CA-2015-154627,2735.952
29-10-2015,2735.952
CA-2015-154641,375.34
11-08-2015,375.34
CA-2015-154669,423.28
08-08-2015,423.28
CA-2015-154781,101.57
21-11-2015,101.57
CA-2015-154837,49.568
23-08-2015,49.568
CA-2015-154893,1897.92
21-12-2015,1897.92
CA-2015-154963,1106.77
22-06-2015,1106.77
CA-2015-155208,39.072
16-04-2015,39.072
CA-2015-155264,306.112
19-10-2015,306.112
CA-2015-155271,27.46
04-05-2015,27.46
CA-2015-155390,42.208
06-12-2015,42.208
CA-2015-155593,11.64
03-11-2015,11.64
CA-2015-155796,545.928
11-11-2015,545.928
CA-2015-155852,19.456
03-03-2015,19.456
CA-2015-155887,700.056
12-05-2015,700.056
CA-2015-156006,47.79
30-04-2015,47.79
CA-2015-156160,693.992
22-09-2015,693.992
CA-2015-156244,457.744
12-08-2015,457.744
CA-2015-156314,30.36
24-12-2015,30.36
CA-2015-156349,576.234
26-05-2015,576.234
CA-2015-156433,31.68
20-09-2015,31.68
CA-2015-156545,19.456
27-02-2015,19.456
CA-2015-156587,309.592
07-03-2015,309.592
CA-2015-156594,694.534
20-12-2015,694.534
CA-2015-156601,7.16
19-09-2015,7.16
CA-2015-156790,155.456
08-08-2015,155.456
CA-2015-156993,6.08
28-06-2015,6.08
CA-2015-157147,1679.749
13-01-2015,1679.749
CA-2015-157546,112.542
20-07-2015,112.542
CA-2015-157609,471.92
16-03-2015,471.92
CA-2015-157623,13.94
14-03-2015,13.94
CA-2015-157644,53.67
31-12-2015,53.67
CA-2015-157721,90.61
02-09-2015,90.61
CA-2015-157784,514.03
05-07-2015,514.03
CA-2015-157882,265.784
03-10-2015,265.784
CA-2015-157924,465.488
11-10-2015,465.488
CA-2015-158029,225.296
26-05-2015,225.296
CA-2015-158064,16.52
21-04-2015,16.52
CA-2015-158225,210.13
22-09-2015,210.13
CA-2015-158274,682.91
19-11-2015,682.91
CA-2015-158281,559.71
02-09-2015,559.71
CA-2015-158337,108.92
11-03-2015,108.92
CA-2015-158372,807.686
10-11-2015,807.686
CA-2015-158442,25.184
17-03-2015,25.184
CA-2015-158470,129.33
19-04-2015,129.33
CA-2015-158540,151.72
24-11-2015,151.72
CA-2015-158771,158.71
09-05-2015,158.71
CA-2015-159121,111.93
26-07-2015,111.93
CA-2015-159184,149.56
14-09-2015,149.56
CA-2015-159310,725.332
07-11-2015,725.332
CA-2015-159338,447.84
25-06-2015,447.84
CA-2015-159478,15.24
30-09-2015,15.24
CA-2015-159520,1158.448
06-06-2015,1158.448
CA-2015-159625,23.472
23-11-2015,23.472
CA-2015-159681,105.52
07-12-2015,105.52
CA-2015-159709,201.73
10-05-2015,201.73
CA-2015-159800,183.61
28-11-2015,183.61
CA-2015-159814,4.272
24-06-2015,4.272
CA-2015-159835,670.378
17-11-2015,670.378
CA-2015-159849,5.67
19-09-2015,5.67
CA-2015-160066,5.22
16-11-2015,5.22
CA-2015-160094,1000.95
30-04-2015,1000.95
CA-2015-160157,190.848
20-12-2015,190.848
CA-2015-160262,134.6
09-06-2015,134.6
CA-2015-160276,177.68
02-04-2015,177.68
CA-2015-160738,45.248
05-05-2015,45.248
CA-2015-160766,4283.792
14-09-2015,4283.792
CA-2015-160773,581.104
01-07-2015,581.104
CA-2015-161032,392.94
18-11-2015,392.94
CA-2015-161249,13.809
09-08-2015,13.809
CA-2015-161508,554.166
12-07-2015,554.166
CA-2015-161634,32.4
14-11-2015,32.4
CA-2015-162089,714.966
30-03-2015,714.966
CA-2015-162278,447.88
26-10-2015,447.88
CA-2015-162362,24.24
14-11-2015,24.24
CA-2015-162684,5.68
01-08-2015,5.68
CA-2015-162775,1287.26
13-01-2015,1287.26
CA-2015-162866,62.968
27-12-2015,62.968
CA-2015-162992,832.138
19-12-2015,832.138
CA-2015-163013,14.67
28-11-2015,14.67
CA-2015-163034,646.2
24-11-2015,646.2
CA-2015-163223,3769.56
21-03-2015,3769.56
CA-2015-163293,116.85
08-09-2015,116.85
CA-2015-163412,192.186
20-12-2015,192.186
CA-2015-163419,1167.296
11-11-2015,1167.296
CA-2015-163447,767.214
27-12-2015,767.214
CA-2015-163468,1109.372
18-11-2015,1109.372
CA-2015-163552,1368.62
11-07-2015,1368.62
CA-2015-163559,139.44
23-09-2015,139.44
CA-2015-163650,44.34
23-09-2015,44.34
CA-2015-163748,2003.12
14-10-2015,2003.12
CA-2015-164182,111.05
14-07-2015,111.05
CA-2015-164210,181.788
18-11-2015,181.788
CA-2015-164224,165.168
18-05-2015,165.168
CA-2015-164259,99.136
28-12-2015,99.136
CA-2015-164315,1220.67
02-04-2015,1220.67
CA-2015-164385,143.952
26-09-2015,143.952
CA-2015-164469,344.92
25-06-2015,344.92
CA-2015-164721,371.52
25-11-2015,371.52
CA-2015-164742,264.92
13-10-2015,264.92
CA-2015-164749,9.912
23-03-2015,9.912
CA-2015-164861,25.92
03-12-2015,25.92
CA-2015-164903,12.96
20-02-2015,12.96
CA-2015-164910,7.872
12-11-2015,7.872
CA-2015-164973,4807.372
04-11-2015,4807.372
CA-2015-165309,1639.496
11-11-2015,1639.496
CA-2015-165379,24.72
09-07-2015,24.72
CA-2015-165393,4.984
27-12-2015,4.984
CA-2015-165428,34.752
01-09-2015,34.752
CA-2015-165477,48.36
29-12-2015,48.36
CA-2015-165540,8.85
21-02-2015,8.85
CA-2015-165568,21.36
15-02-2015,21.36
CA-2015-165764,1395.673
03-11-2015,1395.673
CA-2015-165806,259.29
07-04-2015,259.29
CA-2015-165974,32.76
29-06-2015,32.76
CA-2015-166051,773.7
31-05-2015,773.7
CA-2015-166086,1091.35
07-05-2015,1091.35
CA-2015-166191,433.56
05-12-2015,433.56
CA-2015-166457,40.54
05-05-2015,40.54
CA-2015-166471,1310.336
09-08-2015,1310.336
CA-2015-166590,77.86
29-10-2015,77.86
CA-2015-166716,421.372
20-08-2015,421.372
CA-2015-166730,39.128
30-12-2015,39.128
CA-2015-166744,587.14
20-09-2015,587.14
CA-2015-166863,1353.5296
20-06-2015,1353.5296
CA-2015-166884,18.784
11-03-2015,18.784
CA-2015-166891,589.41
04-10-2015,589.41
CA-2015-166954,2061.01
25-04-2015,2061.01
CA-2015-166961,107.346
27-12-2015,107.346
CA-2015-166989,80.624
14-11-2015,80.624
CA-2015-167164,55.5
13-05-2015,55.5
CA-2015-167199,4374.88
06-01-2015,4374.88
CA-2015-167360,111.79
24-11-2015,111.79
CA-2015-167486,199.9
27-11-2015,199.9
CA-2015-167724,7.83
13-04-2015,7.83
CA-2015-167850,193.936
09-08-2015,193.936
CA-2015-167927,708.616
20-01-2015,708.616
CA-2015-167997,152.64
26-01-2015,152.64
CA-2015-168130,887.103
19-09-2015,887.103
CA-2015-168158,6.096
19-07-2015,6.096
CA-2015-168305,65.8
01-11-2015,65.8
CA-2015-168312,513.861
01-03-2015,513.861
CA-2015-168368,535.27
11-02-2015,535.27
CA-2015-168473,191.88
26-12-2015,191.88
CA-2015-168494,4630.5105
12-12-2015,4630.5105
CA-2015-168592,75.64
08-09-2015,75.64
CA-2015-168823,32.16
21-09-2015,32.16
CA-2015-168984,1122.968
26-11-2015,1122.968
CA-2015-169019,2656.716
26-07-2015,2656.716
CA-2015-169033,49.65
30-03-2015,49.65
CA-2015-169061,705.562
05-03-2015,705.562
CA-2015-169257,63.381
06-06-2015,63.381
CA-2015-169446,372.12
19-12-2015,372.12
CA-2015-169460,76.14
19-04-2015,76.14
CA-2015-169642,276.28
27-07-2015,276.28
CA-2015-169649,28.836
09-12-2015,28.836
CA-2015-169684,426.942
20-10-2015,426.942
CA-2015-169726,2060.744
09-08-2015,2060.744
CA-2015-169775,709.0425
29-08-2015,709.0425
CA-2015-169803,687.45
06-04-2015,687.45
CA-2015-169852,36.36
21-10-2015,36.36
CA-2016-100146,1452.7875
14-05-2016,1452.7875
CA-2016-100216,85.92
13-04-2016,85.92
CA-2016-100454,258.018
20-11-2016,258.018
CA-2016-100545,11.61
22-11-2016,11.61
CA-2016-100573,17.48
25-09-2016,17.48
CA-2016-100657,109.764
02-11-2016,109.764
CA-2016-100685,128.36
19-12-2016,128.36
CA-2016-100734,150.76
15-09-2016,150.76
CA-2016-100769,255.968
16-05-2016,255.968
CA-2016-100818,234.516
31-05-2016,234.516
CA-2016-100888,47.952
06-04-2016,47.952
CA-2016-101000,370.14
09-04-2016,370.14
CA-2016-101007,20.8
09-02-2016,20.8
CA-2016-101091,74.048
05-12-2016,74.048
CA-2016-101126,77.24
10-02-2016,77.24
CA-2016-101154,443.92
18-09-2016,443.92
CA-2016-101707,150.22
27-08-2016,150.22
CA-2016-101868,175.32
09-06-2016,175.32
CA-2016-101889,1568.862
27-12-2016,1568.862
CA-2016-101910,283.92
27-11-2016,283.92
CA-2016-101924,9.762
04-09-2016,9.762
CA-2016-102016,193.26
12-09-2016,193.26
CA-2016-102036,199.74
21-09-2016,199.74
CA-2016-102260,763.508
22-09-2016,763.508
CA-2016-102281,1668.988
12-10-2016,1668.988
CA-2016-102316,200.736
01-03-2016,200.736
CA-2016-102491,3747.93
24-08-2016,3747.93
CA-2016-102582,1918.79
15-09-2016,1918.79
CA-2016-102722,106.5
18-04-2016,106.5
CA-2016-102778,18.176
21-11-2016,18.176
CA-2016-102806,24.588
21-05-2016,24.588
CA-2016-102848,190.72
07-11-2016,190.72
CA-2016-102855,263.78
05-04-2016,263.78
CA-2016-102876,806.409
07-09-2016,806.409
CA-2016-103072,42.32
27-09-2016,42.32
CA-2016-103093,74.52
03-02-2016,74.52
CA-2016-103135,525.95
24-07-2016,525.95
CA-2016-103177,529.14
30-05-2016,529.14
CA-2016-103205,119.96
08-12-2016,119.96
CA-2016-103716,54.45
30-04-2016,54.45
CA-2016-103723,13.9
01-12-2016,13.9
CA-2016-103793,74.352
26-03-2016,74.352
CA-2016-103835,1173.03
24-09-2016,1173.03
CA-2016-103870,284.44
27-12-2016,284.44
CA-2016-103933,899.91
25-09-2016,899.91
CA-2016-103954,687.4
09-08-2016,687.4
CA-2016-103961,19.824
05-11-2016,19.824
CA-2016-104038,176.63
06-02-2016,176.63
CA-2016-104052,95.84
01-03-2016,95.84
CA-2016-104059,3.424
13-06-2016,3.424
CA-2016-104115,55.984
12-06-2016,55.984
CA-2016-104129,599.9
27-02-2016,599.9
CA-2016-104241,192.22
04-01-2016,192.22
CA-2016-104346,730.038
11-12-2016,730.038
CA-2016-104486,84.556
01-05-2016,84.556
CA-2016-104493,57.504
02-10-2016,57.504
CA-2016-104514,115.4
02-01-2016,115.4
CA-2016-104626,1388.46
01-09-2016,1388.46
CA-2016-104871,366.744
30-03-2016,366.744
CA-2016-104941,976.29
13-06-2016,976.29
CA-2016-105102,139.216
15-09-2016,139.216
CA-2016-105158,43
05-09-2016,43
CA-2016-105221,38.528
01-11-2016,38.528
CA-2016-105312,11.481
06-11-2016,11.481
CA-2016-105347,383.61
24-11-2016,383.61
CA-2016-105361,17.64
29-03-2016,17.64
CA-2016-105571,1361.631
07-11-2016,1361.631
CA-2016-105599,41.374
07-09-2016,41.374
CA-2016-105613,100.86
18-10-2016,100.86
CA-2016-105627,2531.88
08-03-2016,2531.88
CA-2016-105634,11.65
08-11-2016,11.65
CA-2016-105690,697.8208
21-11-2016,697.8208
CA-2016-105725,96.604
18-02-2016,96.604
CA-2016-105844,79.36
25-10-2016,79.36
CA-2016-105970,112.04
02-03-2016,112.04
CA-2016-106187,268.4
23-06-2016,268.4
CA-2016-106208,53.088
10-12-2016,53.088
CA-2016-106215,12.576
16-04-2016,12.576
CA-2016-106257,721.488
13-04-2016,721.488
CA-2016-106320,1044.63
25-09-2016,1044.63
CA-2016-106362,10.332
11-12-2016,10.332
CA-2016-106565,51.84
20-03-2016,51.84
CA-2016-106978,18.128
28-09-2016,18.128
CA-2016-107020,39.92
10-07-2016,39.92
CA-2016-107083,39.608
21-11-2016,39.608
CA-2016-107468,6.848
18-12-2016,6.848
CA-2016-107678,893.09
21-04-2016,893.09
CA-2016-107685,106.88
30-11-2016,106.88
CA-2016-107741,3.408
08-03-2016,3.408
CA-2016-107902,470.36
28-08-2016,470.36
CA-2016-107937,665.88
03-05-2016,665.88
CA-2016-108119,301.96
01-11-2016,301.96
CA-2016-108259,81.135
08-11-2016,81.135
CA-2016-108532,246.5
29-08-2016,246.5
CA-2016-108588,90.168
05-01-2016,90.168
CA-2016-108665,896.38
06-07-2016,896.38
CA-2016-108672,106.68
10-09-2016,106.68
CA-2016-109001,479.026
05-03-2016,479.026
CA-2016-109113,25.488
19-12-2016,25.488
CA-2016-109169,180.96
20-04-2016,180.96
CA-2016-109190,546.792
23-10-2016,546.792
CA-2016-109197,487.984
31-12-2016,487.984
CA-2016-109337,508.11
21-11-2016,508.11
CA-2016-109386,750.93
08-11-2016,750.93
CA-2016-109470,596.48
31-12-2016,596.48
CA-2016-109512,976.347
05-03-2016,976.347
CA-2016-109575,2503.82
18-09-2016,2503.82
CA-2016-109603,182.72
26-01-2016,182.72
CA-2016-109638,1055.142
15-12-2016,1055.142
CA-2016-109708,467.04
25-05-2016,467.04
CA-2016-109736,45.36
10-10-2016,45.36
CA-2016-109862,450.09
25-10-2016,450.09
CA-2016-109939,5.248
08-05-2016,5.248
CA-2016-110016,1126.83
29-11-2016,1126.83
CA-2016-110093,53.232
03-12-2016,53.232
CA-2016-110247,8.226
04-12-2016,8.226
CA-2016-110289,244.24
29-10-2016,244.24
CA-2016-110324,41.62
01-12-2016,41.62
CA-2016-110345,4.608
09-03-2016,4.608
CA-2016-110457,787.53
02-03-2016,787.53
CA-2016-110548,946.344
04-05-2016,946.344
CA-2016-110632,48.84
17-03-2016,48.84
CA-2016-110667,210.992
04-04-2016,210.992
CA-2016-110744,671.93
07-09-2016,671.93
CA-2016-110765,824.97
16-10-2016,824.97
CA-2016-110814,419.726
05-12-2016,419.726
CA-2016-110863,1971.46
17-11-2016,1971.46
CA-2016-110870,325.7
12-12-2016,325.7
CA-2016-110877,186.672
23-10-2016,186.672
CA-2016-110891,344.372
20-11-2016,344.372
CA-2016-110947,113.1
09-06-2016,113.1
CA-2016-111017,52.59
31-07-2016,52.59
CA-2016-111038,2676.672
01-12-2016,2676.672
CA-2016-111073,51.588
26-12-2016,51.588
CA-2016-111094,129.52
09-07-2016,129.52
CA-2016-111164,513.73
11-04-2016,513.73
CA-2016-111199,115.296
13-11-2016,115.296
CA-2016-111206,519.96
18-07-2016,519.96
CA-2016-111234,9.24
18-02-2016,9.24
CA-2016-111297,52.2
17-08-2016,52.2
CA-2016-111325,20.451
27-02-2016,20.451
CA-2016-111339,366.666
29-05-2016,366.666
CA-2016-111395,386.488
23-11-2016,386.488
CA-2016-111458,50
26-09-2016,50
CA-2016-111507,5.28
06-02-2016,5.28
CA-2016-111514,1966.557
31-08-2016,1966.557
CA-2016-111612,74.128
28-11-2016,74.128
CA-2016-111703,27.504
02-07-2016,27.504
CA-2016-111780,1230.5
25-12-2016,1230.5
CA-2016-111829,4607.27
19-03-2016,4607.27
CA-2016-111864,5.904
19-06-2016,5.904
CA-2016-111948,542.178
11-11-2016,542.178
CA-2016-111990,10.476
08-11-2016,10.476
CA-2016-112014,50.8
13-08-2016,50.8
CA-2016-112053,31.95
11-10-2016,31.95
CA-2016-112116,171.96
16-03-2016,171.96
CA-2016-112130,1058.188
03-05-2016,1058.188
CA-2016-112144,627.664
28-06-2016,627.664
CA-2016-112214,72.65
05-08-2016,72.65
CA-2016-112305,155.16
20-11-2016,155.16
CA-2016-112319,58.32
31-08-2016,58.32
CA-2016-112375,78.192
21-12-2016,78.192
CA-2016-112452,1273.606
04-04-2016,1273.606
CA-2016-112522,8.016
10-10-2016,8.016
CA-2016-112557,206.43
25-04-2016,206.43
CA-2016-112571,204.6
22-09-2016,204.6
CA-2016-112711,307.168
12-07-2016,307.168
CA-2016-112767,277.5
02-08-2016,277.5
CA-2016-112823,25.488
10-12-2016,25.488
CA-2016-113040,5.104
27-08-2016,5.104
CA-2016-113110,105.688
19-03-2016,105.688
CA-2016-113131,97.684
24-09-2016,97.684
CA-2016-113145,2220.06
01-11-2016,2220.06
CA-2016-113152,1293.468
25-12-2016,1293.468
CA-2016-113173,270.356
15-11-2016,270.356
CA-2016-113215,238.152
03-09-2016,238.152
CA-2016-113222,10.74
09-11-2016,10.74
CA-2016-113404,2048.856
16-07-2016,2048.856
CA-2016-113523,7.656
04-09-2016,7.656
CA-2016-113628,792.508
12-11-2016,792.508
CA-2016-113740,14.91
24-08-2016,14.91
CA-2016-113901,188.23
19-10-2016,188.23
CA-2016-113971,8.352
08-05-2016,8.352
CA-2016-114048,29.22
14-12-2016,29.22
CA-2016-114069,1952.808
13-07-2016,1952.808
CA-2016-114237,141.96
13-03-2016,141.96
CA-2016-114300,371.66
13-10-2016,371.66
CA-2016-114468,59.848
23-08-2016,59.848
CA-2016-114503,84.96
13-11-2016,84.96
CA-2016-114811,5850.514
08-11-2016,5850.514
CA-2016-114923,107.982
08-02-2016,107.982
CA-2016-115091,75.04
05-10-2016,75.04
CA-2016-115168,10.56
05-06-2016,10.56
CA-2016-115392,334.43
01-10-2016,334.43
CA-2016-115399,6.912
19-12-2016,6.912
CA-2016-115420,21.34
25-04-2016,21.34
CA-2016-115511,208.008
21-11-2016,208.008
CA-2016-115567,1716.16
13-09-2016,1716.16
CA-2016-115693,56.3
10-12-2016,56.3
CA-2016-115742,209.55
18-04-2016,209.55
CA-2016-115798,810.2
13-11-2016,810.2
CA-2016-115847,61.96
19-09-2016,61.96
CA-2016-115924,25.9
14-09-2016,25.9
CA-2016-115938,535.36
26-06-2016,535.36
CA-2016-115945,413.942
25-06-2016,413.942
CA-2016-116092,627.48
15-02-2016,627.48
CA-2016-116260,11.12
06-07-2016,11.12
CA-2016-116484,205.376
20-11-2016,205.376
CA-2016-116512,17.94
09-04-2016,17.94
CA-2016-116638,4297.644
28-01-2016,4297.644
CA-2016-116687,167.232
02-05-2016,167.232
CA-2016-116750,12.158
05-07-2016,12.158
CA-2016-116841,35.208
14-04-2016,35.208
CA-2016-116876,652.414
14-02-2016,652.414
CA-2016-117086,4404.9
08-11-2016,4404.9
CA-2016-117415,1228.9532
27-12-2016,1228.9532
CA-2016-117611,376.97
08-11-2016,376.97
CA-2016-117772,353.88
10-09-2016,353.88
CA-2016-117800,1132.84
21-09-2016,1132.84
CA-2016-117828,194.32
23-12-2016,194.32
CA-2016-117884,598.352
22-03-2016,598.352
CA-2016-117898,12.224
05-12-2016,12.224
CA-2016-117961,191.62
26-11-2016,191.62
CA-2016-118227,25.99
24-04-2016,25.99
CA-2016-118423,359.058
24-03-2016,359.058
CA-2016-118444,387.136
05-11-2016,387.136
CA-2016-118738,373.281
24-10-2016,373.281
CA-2016-118843,199.86
13-09-2016,199.86
CA-2016-118871,418.192
04-12-2016,418.192
CA-2016-118948,6.63
28-05-2016,6.63
CA-2016-118955,253.34
16-06-2016,253.34
CA-2016-119102,51.45
23-05-2016,51.45
CA-2016-119214,43.66
23-01-2016,43.66
CA-2016-119291,570.492
14-05-2016,570.492
CA-2016-119480,364.07
09-01-2016,364.07
CA-2016-119508,41.98
04-12-2016,41.98
CA-2016-119550,275.058
26-12-2016,275.058
CA-2016-119592,3.76
14-12-2016,3.76
CA-2016-119627,329.44
17-08-2016,329.44
CA-2016-119634,46.152
11-08-2016,46.152
CA-2016-119690,128.928
25-06-2016,128.928
CA-2016-119697,54.384
28-12-2016,54.384
CA-2016-119879,1363.674
21-11-2016,1363.674
CA-2016-119907,55.424
01-12-2016,55.424
CA-2016-119942,23.904
05-04-2016,23.904
CA-2016-120103,225.928
24-12-2016,225.928
CA-2016-120320,31.92
05-03-2016,31.92
CA-2016-120341,166.998
26-09-2016,166.998
CA-2016-120362,912.75
14-09-2016,912.75
CA-2016-120397,32.784
02-07-2016,32.784
CA-2016-120439,51.072
14-06-2016,51.072
CA-2016-120446,18.9
16-11-2016,18.9
CA-2016-120516,5.64
13-08-2016,5.64
CA-2016-120551,17.43
13-04-2016,17.43
CA-2016-120621,1270.379
21-03-2016,1270.379
CA-2016-120677,2567.84
31-05-2016,2567.84
CA-2016-120782,3999.702
28-04-2016,3999.702
CA-2016-120810,197.76
23-07-2016,197.76
CA-2016-120845,22.549
25-09-2016,22.549
CA-2016-120880,740.73
29-05-2016,740.73
CA-2016-120901,162.064
31-12-2016,162.064
CA-2016-120915,601.5
28-09-2016,601.5
CA-2016-121041,6.608
03-11-2016,6.608
CA-2016-121097,10.368
03-01-2016,10.368
CA-2016-121132,20.696
17-07-2016,20.696
CA-2016-121188,2017.532
28-08-2016,2017.532
CA-2016-121272,73.28
29-03-2016,73.28
CA-2016-121391,26.96
04-10-2016,26.96
CA-2016-121405,204.48
30-03-2016,204.48
CA-2016-121552,19.56
22-03-2016,19.56
CA-2016-121608,238.11
03-09-2016,238.11
CA-2016-121650,1000.43
10-12-2016,1000.43
CA-2016-121699,64.75
10-08-2016,64.75
CA-2016-121720,3165.744
11-06-2016,3165.744
CA-2016-121776,124.55
16-02-2016,124.55
CA-2016-121783,2165.12
10-11-2016,2165.12
CA-2016-121797,2147.336
30-01-2016,2147.336
CA-2016-121965,205.73
19-06-2016,205.73
CA-2016-122168,53.28
